,Name,Society,Award,Year,Location,Data Source,Gender,pred_gender
1008,"H. William Strauss, MD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1993,,https://serene-llc.com/team/h-william-strauss-md/,1,male
1009,"Carol S. Marcus, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1992,,https://www.caredash.com/doctors/carol-marcus-md-phd-los-angeles-ca,2,unknown
1010,Benedict Cassen,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1991,,http://texts.cdlib.org/view?docId=hb9t1nb5rm&doc.view=frames&chunk.id=div00013&toc.depth=1&toc.id=,1,unknown
1011,Capt. William H. Briner (Ret.),Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1991,,https://archives.mc.duke.edu/blog/william-h-briner-papers-now-available-research,1,male
1012,"Merton A. Quaife, MD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1991,,,,unknown
1013,"Frank H. Deland, MD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1989,,https://alumniassociation.mayo.edu/obituaries/frank-h-deland-m-d-path-56/,1,male
1014,"Joseph S. Ross, MD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1984,,https://medicine.yale.edu/profile/joseph_ross/,1,male
1015,Richard E. Cunningham,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1982,,,,female
1016,Capt. William H. Briner (Ret.),Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1981,,https://archives.mc.duke.edu/blog/william-h-briner-papers-now-available-research,1,male
1017,"G. Richard Grove, PhD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1979,,https://www.washingtonpost.com/archive/1980/05/29/gr-grove-55-ex-official-at-fda-bureau-of-drugs/2b1bc9a9-1168-42fb-ba72-747a95099171/,1,female
1018,"Marshall Brucer, MD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1974,,https://en.wikipedia.org/wiki/Marshall_Brucer,1,male
1019,"Asa Seeds, MD",Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1970,,https://jnm.snmjournals.org/content/jnumed/20/6/573.full.pdf,1,male
1020,"Thomas H. Schindler, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2020,,https://physicians.wustl.edu/people/thomas-h-schindler-md/,1,male
1021,"Katherine Zukotynski, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2020,,https://www.eng.mcmaster.ca/people/faculty/katherine-zukotynski,2,unknown
1022,"Leonie L. gordon, MD, FACNM, FSNMMI",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2019,,https://muschealth.org/MUSCApps/ProviderDirectory/Gordon-Leonie,2,unknown
1023,"M. Elizabeth Oates, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2019,,https://ukhealthcare.uky.edu/doctors/mary-oates,2,female
1024,"Kirk A. Frey, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2019,,https://medicine.umich.edu/dept/radiology/kirk-frey-md-phd,1,unknown
1025,"Jon A. Baldwin, DO",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2019,,https://www.uab.edu/medicine/radiology/faculty/nuclear-radiology/25-directory/nuclear-radiology/116-jbaldwin,1,male
1026,Not Given,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2018,,,,unknown
1027,Not Given,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2017,,,,unknown
1028,"Dominique Delbeke, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2016,,https://www.vumc.org/radiology/women-radiology-focus-delbeke,2,unknown
1029,"Janis P. O'Malley, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2015,,https://www.uab.edu/medicine/radiology/faculty/nuclear-radiology?id=114:jomalley,2,unknown
1030,"Henry D. Royal, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2014,,https://physicians.wustl.edu/people/henry-duval-royal-md/,1,male
1031,"Christopher J. Palestro, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2013,,https://www.northwell.edu/find-care/find-a-doctor/nuclear-medicine/dr-christopher-j-palestro-md-11314323,1,unknown
1032,"Simin Dadparvar, MD, FACNM",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2012,,https://medicine.temple.edu/simin-dadparvar,2,male
1033,"Lalitha Ramanna, MD, FACNM",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2012,,http://www.advancedimagingsouthbay.com/dr-lalitha-ramanna.html,2,female
1034,"Arnold M. Strashun, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2011,,https://health.usnews.com/doctors/arnold-strashun-233318,1,male
1035,"George M. Segall, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2010,,https://wrsnm.org/george-segall-md-to-receive-the-western-region-snmmi-pioneer-award/,1,male
1036,"S. James Adelstein, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2009,,http://thevalleefoundation.org/about/people/governance/s-james-adelstein-md-phd,1,male
1037,"Carolyn J. Anderson, PhD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2008,,https://www.aacr.org/wp-content/uploads/2019/11/CICR_Senior_Early-career-Profile_2019-February-Carolyn-J.-Anderson.pdf,2,unknown
1038,"Eva V. Dubovsky, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2007,,https://www.uab.edu/medicine/radiology/faculty/nuclear-radiology/25-directory/nuclear-radiology/121-edubovsky,2,female
1039,Not Given,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2006,,,,unknown
1040,"Peter T. Kirchner, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2005,,https://www.vitals.com/doctors/Dr_Peter_Kirchner.html,1,male
1041,"Tom R. Miller, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2005,,https://jnm.snmjournals.org/content/48/11/20N.long,1,male
1042,"Warren Moore, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1997,,https://www.doximity.com/cv/warren-moore-md-2,1,unknown
1043,"Robert Loevinger, PhD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1994,,https://www.nist.gov/history/radiation-physics-building/staff/robert-loevinger,1,male
1044,"William D. Kaplan, MD (posthumous)",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1994,,https://www.nytimes.com/1994/04/02/obituaries/william-d-kaplan-radiology-professor-56.html,1,male
1045,"Leonard M. Freeman, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1993,,https://www.castleconnolly.com/top-doctors/leonard-m-freeman-nuclear-medicine-81cc034447,1,male
1046,"B. Leonard Holman, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1992,,https://jnm.snmjournals.org/content/jnumed/39/5/18N.full.pdf,1,male
1047,"Thomas J. Haynie, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1990,,https://www.dignitymemorial.com/en-ca/obituaries/bellaire-tx/thomas-haynie-8157587,1,male
1048,"William H. Beirwaltes, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1989,,https://en.wikipedia.org/wiki/William_Henry_Beierwaltes,1,male
1049,"William G. Myers, PhD, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1986,,https://library.osu.edu/site/mhcb/2012/09/04/william-g-myers-md-phd/,1,male
1050,"C. Craig Harris, MS",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1985,,https://jnm.snmjournals.org/content/48/10/18N,1,unknown
1051,"Marshall Brucer, MD",Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1984,,https://en.wikipedia.org/wiki/Marshall_Brucer,1,male
1052,"Beverly Coleman, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2018,,https://www.sru.org/About-SRU/Awards,2,unknown
1053,"Carol Benson , MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2017,,https://physiciandirectory.brighamandwomens.org/details/1333/carol-benson-radiology-boston,2,unknown
1054,"Barbara S. Hertzberg, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2016,,https://radiology.duke.edu/faculty/member/barbara-s-hertzberg/,2,female
1055,"Edward A. Lyons, OC, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2015,,https://umanitoba.ca/faculties/health_sciences/medicine/units/radiology/staff/9859.html,1,male
1056,"Harvey L. Neiman, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2014,,https://www.radiologybusiness.com/topics/leadership-workforce/harvey-l-neiman-md-acr-ceo-dead-71,1,unknown
1057,"Christopher R. B. Merritt, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2013,,https://health.usnews.com/doctors/christopher-merritt-749802,1,unknown
1058,"Faye C. Laing, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2012,,https://www.womenshistory.org/faye-laing-md,2,unknown
1059,"Alfred B. Kurtz, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2011,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/kurtz.html,1,male
1060,"Peter H. Arger, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2010,,https://health.usnews.com/doctors/peter-arger-406501,1,male
1061,"Michael L. Manco-Johnson, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2009,,https://www.tributearchive.com/obituaries/17605399/Michael-L-Manco-Johnson-M-D,1,male
1062,"Barry B. Goldberg, MD",Society of Radiologists in Ultrasound,Distinguished Service Award,2008,,https://www.emedevents.com/speaker-profile/barry-b-goldberg,1,male
1063,"George R. Leopold, MD
",Society of Radiologists in Ultrasound,Distinguished Service Award,2007,,https://health.usnews.com/doctors/george-leopold-447380,1,male
1064,"Arthur Fleischer, MD",Society of Radiologists in Ultrasound,Unknown,2018,,https://www.sru.org/About-SRU/Awards,1,unknown
1065,"Peter Doubilet, MD",Society of Radiologists in Ultrasound,Unknown,2017,,https://physiciandirectory.brighamandwomens.org/details/28/peter-doubilet-radiology-boston,1,male
1066,"R. Brooke Jeffrey, MD",Society of Radiologists in Ultrasound,Unknown,2016,,https://profiles.stanford.edu/brooke-jeffrey,1,unknown
1067,"J. William Charboneau, MD",Society of Radiologists in Ultrasound,Unknown,2015,,https://alumniassociation.mayo.edu/j-william-charboneau-gold-medal-radiological-society-north-america/,1,male
1068,"Barbara B. Gosink, MD",Society of Radiologists in Ultrasound,Unknown,2014,,https://www.doximity.com/pub/barbara-gosink-md,2,female
1069,"Peter L. Cooperberg, MD",Society of Radiologists in Ultrasound,Unknown,2013,,https://bcmj.org/news/vancouver-radiologist-recognized-excellence-medical-practice,1,male
1070,"Stephanie R. Wilson, MD",Society of Radiologists in Ultrasound,Unknown,2012,,https://aium.s3.amazonaws.com/committees/awards/AWD_LECT/70532.pdf,2,unknown
1071,"Jonathan M. Rubin, MD, PhD",Society of Radiologists in Ultrasound,Unknown,2011,,https://medicine.umich.edu/dept/radiology/jonathan-rubin-md-phd,1,unknown
1072,"Beryl R. Benacerraf, MD",Society of Radiologists in Ultrasound,Unknown,2010,,https://physiciandirectory.brighamandwomens.org/details/1343/beryl-benacerraf-boston,2,unknown
1073,"Barry B. Goldberg, MD",Society of Radiologists in Ultrasound,Unknown,2009,,https://www.emedevents.com/speaker-profile/barry-b-goldberg,1,male
1074,"Roy A. Filly, MD",Society of Radiologists in Ultrasound,Unknown,2008,,https://radiology.ucsf.edu/people/roy-filly,1,male
1075,"Harris Cohen, MD",Society of Radiologists in Ultrasound,Unknown2,2018,,https://www.sru.org/About-SRU/Awards,1,unknown
1076,"Sara Durfee, MD",Society of Radiologists in Ultrasound,For teaching and Research in Women's Imaging.,2018,,https://www.sru.org/About-SRU/Awards,2,male
1077,Angela Atinga,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2016,,https://medical-imaging.utoronto.ca/fellows-directory,2,female
1078,Connie Y. Chang,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2017,,https://scholar.harvard.edu/cychang/home,2,unknown
1079,Naveen Subhas,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2018,,https://my.clevelandclinic.org/staff/7345-naveen-subhas,1,male
1080,Michael Fadell,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2019,,https://www.doximity.com/pub/michael-fadell-md-67dcfe06,1,male
1081,Andrew B. Ross,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2020,,https://www.uwhealth.org/providers/andrew-b-ross-md,1,unknown
1082,Kenneth S. Lee,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2020,,https://radiology.wisc.edu/profile/kenneth-lee-403/,1,unknown
1083,Natalia Gorelik ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ESSR annual meeting ,2019,,https://www.researchgate.net/profile/Natalia-Gorelik-2,2,unknown
1084,Timothy G. Sanders ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2000,,https://nationalrad.com/radiology/radiologists/timothy-g-sanders-md/,1,unknown
1085,Patrick T. Liu ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2001,,https://www.doximity.com/pub/patrick-liu-md,1,unknown
1086,Derek R. Armfield,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2002,,https://www.elch.org/find-a-provider/derek-r-armfield-md/,1,unknown
1087,Joseph R. DeMartini,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2003,,https://www.doximity.com/pub/joseph-demartini-md,1,male
1088,Mihra Taljanovic ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2004,,https://medicine.arizona.edu/person/mihra-s-taljanovic-md-phd-facr,2,unknown
1089,Steven S. Gerguis ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2005,,https://www.doximity.com/pub/steven-gerguis-md,1,unknown
1090,Eric T. Chou ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2006,,https://www.imaginghealthcare.com/team/eric-t-chou-md/,1,male
1091,Adam Zoga,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2007,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/zoga.html,1,male
1092,Stephanie A. Bernard ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2008,,https://www.doximity.com/pub/stephanie-bernard-md-f87aa72f,2,unknown
1093,Christopher J. Hanrahan ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2009,,https://intermountainhealthcare.org/find-a-doctor/h/hanrahan-christopher-j/,1,unknown
1094,Maxime Freire ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2010,,https://my.clevelandclinic.org/staff/26247-maxime-freire,2,unknown
1095,Tal Laor ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2011,,https://health.usnews.com/doctors/tal-laor-503824,2,male
1096,Meredith Hayes ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2012,,https://www.sanfordhealth.org/doctors/meredith-hayes,2,unknown
1097,Lien Senchak,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2013,,https://health.usnews.com/doctors/lien-senchak-328282,2,male
1098,Mary Kristin Jesse ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2014,,https://www.cumedicine.us/providers/radiology/mary-jesse,2,male
1099,Soterios Gyftopoulos ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2015,,https://nyulangone.org/doctors/1356667695/soterios-gyftopoulos,1,unknown
1100,Mary Kristin Jesse ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2016,,https://www.cumedicine.us/providers/radiology/mary-jesse,2,male
1101,John Symanski,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2017,,https://www.mcw.edu/find-a-doctor/symanski-john-s-md,1,male
1102,Nicholas Rhodes ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2018,,https://www.mayoclinic.org/biographies/rhodes-nicholas-g-m-d/bio-20185595,1,unknown
1103,Felix Gonzalez ,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2019,,https://radiology.emory.edu/about/rad-reports/stories/2018/12/getting-to-know-you/index.html,1,unknown
1104,Suzanne E. Anderson ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2005,,https://www.myesr.org/article/38,2,unknown
1105,Lawrence M. White,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2006,,https://medical-imaging.utoronto.ca/node/297,1,unknown
1106,Tal Laor,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2007,,https://health.usnews.com/doctors/tal-laor-503824,2,male
1107,Kelley W. Marshall,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2008,,https://www.doximity.com/pub/kelley-marshall-md,2,unknown
1108,Kevin Johnson,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2009,,https://medicine.yale.edu/profile/kevin_johnson/,1,unknown
1109,Peter MacMahon,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2010,,https://www.mater.ie/consultants/dr-peter-macmahon/,1,male
1110,Donna Blankenbaker,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2011,,https://radiology.wisc.edu/profile/donna-blankenbaker-4/,2,unknown
1111,Srinivasan Harish,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2012,,https://machand.ca/blog/staff/srinivasan-harish/,1,unknown
1112,Mary Krsitin Jesse ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2013,,https://www.cumedicine.us/providers/radiology/mary-jesse,2,male
1113,Lawrence White ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2014,,https://medical-imaging.utoronto.ca/node/297,1,unknown
1114,Ken Lee ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2015,,https://radiology.wisc.edu/profile/kenneth-lee-403/,1,male
1115,Naveen Subhas ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2016,,https://my.clevelandclinic.org/staff/7345-naveen-subhas,1,male
1116,Soterios Gyftopoulos ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2017,,https://nyulangone.org/doctors/1356667695/soterios-gyftopoulos,1,unknown
1117,Miriam Bredella ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2018,,https://www.massgeneral.org/doctors/17564/miriam-bredella,2,unknown
1118,Anthony Mascia ,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2019,,https://www.doximity.com/pub/anthony-mascia-md-fd04c511,1,unknown
1119,Kenneth Lee ,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2011,,https://radiology.wisc.edu/profile/kenneth-lee-403/,1,unknown
1120,Joshua M. Polster,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2012,,https://my.clevelandclinic.org/staff/5321-joshua-polster,1,male
1121,Douglas P. Beall,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2013,,https://www.spineuniverse.com/author/49251/beall,1,male
1122,Gandikota Girish,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2014,,https://medicine.umich.edu/dept/radiology/girish-gandikota-mbbs-frcr-rmsk,1,unknown
1123,Joshua M. Polster,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2015,,https://my.clevelandclinic.org/staff/5321-joshua-polster,1,male
1124,David Melville ,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2015,,https://www.henryford.com/physician-directory/m/melville-david,1,male
1125,Robert Boutin,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2016,,https://profiles.stanford.edu/robert-boutin,1,male
1126,Micah Cohen,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2017,,https://www.einstein.edu/education/residency/diagnostic-radiology-montco/faculty,1,unknown
1127,Robert Lopez ,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2018,,https://www.charlotteradiology.com/physician/robert-lopez/,1,male
1128,Joshua M. Polster,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,2019,,https://my.clevelandclinic.org/staff/5321-joshua-polster,1,male
1129,David Melville ,Society of Skeletal Radiology ,ACR Education Center Award ,2014,,https://www.henryford.com/physician-directory/m/melville-david,1,male
1130,Kimia K Kani ,Society of Skeletal Radiology ,ACR Education Center Award ,2015,,https://health.usnews.com/doctors/kimia-kani-702641,2,unknown
1131,Usman Anwer,Society of Skeletal Radiology ,ACR Education Center Award ,2016,,https://www.mayoclinichealthsystem.org/providers/usman-anwer-md,1,male
1132,Corrie Yablon,Society of Skeletal Radiology ,ACR Education Center Award ,2016,,https://medicine.umich.edu/dept/radiology/corrie-yablon-md,2,unknown
1133,Pardeep Athwal,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://health.usnews.com/doctors/pardeep-athwal-940568,1,unknown
1134,Megan K Mills,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0534948&name=megan-k-mills,2,unknown
1135,Mark Mahan,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://www.doximity.com/pub/mark-mahan-md,1,male
1136,Kevin R Moore,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://intermountainhealthcare.org/find-a-doctor/m/moore-kevin-r/,1,unknown
1137,Barry G hansford,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://www.ohsu.edu/people/barry-g-hansford-md,1,male
1138,Chris J Hanrahan,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://intermountainhealthcare.org/find-a-doctor/h/hanrahan-christopher-j/,1,unknown
1139,Anna K McGow,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://www.doximity.com/pub/anna-mcgow-md,2,male
1140,Sarah E Stilwill,Society of Skeletal Radiology ,ACR Education Center Award ,2017,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666227&name=sarah-stilwill,2,female
1141,Gary LiMarzi,Society of Skeletal Radiology ,ACR Education Center Award ,2018,,https://www.doximity.com/pub/gary-limarzi-md-20951708,1,unknown
1142,Omar Khan,Society of Skeletal Radiology ,ACR Education Center Award ,2018,,https://www.doximity.com/pub/omar-khan-md-311c0130,1,male
1143,Yashesh Shah,Society of Skeletal Radiology ,ACR Education Center Award ,2018,,https://www.doximity.com/pub/yashesh-shah-md,1,unknown
1144,Corrie Yablon,Society of Skeletal Radiology ,ACR Education Center Award ,2018,,https://medicine.umich.edu/dept/radiology/corrie-yablon-md,2,unknown
1145,Alexander Grushky,Society of Skeletal Radiology ,ACR Education Center Award ,2019,,https://medicine.umich.edu/dept/radiology/alexander-grushky-md,1,male
1146,David Marcantionio,Society of Skeletal Radiology ,ACR Education Center Award ,2019,,https://doctors.beaumont.org/provider/David+R+Marcantonio/227872,1,male
1147,Jonathan IM,Society of Skeletal Radiology ,ACR Education Center Award ,2019,,https://www.beaumont.edu/graduate-medical-education/residency-programs/radiology-diagnostic/diagnostic-radiology-residency-dearborn/residents,1,unknown
1148,Shefali Kothary ,Society of Skeletal Radiology ,AIRP Award ,2015,,https://www.doximity.com/pub/shefali-kothary-md,2,unknown
1149,Barrett Luce,Society of Skeletal Radiology ,AIRP Award ,2016,,https://www.bswhealth.com/physician/barrett-luce,1,unknown
1150,Michael Fox,Society of Skeletal Radiology ,AIRP Award ,2016,,https://www.mayoclinic.org/biographies/fox-michael-g-m-d-m-b-a/bio-20307960,1,male
1151,David Diduch,Society of Skeletal Radiology ,AIRP Award ,2016,,https://med.virginia.edu/orthopaedic-surgery/orthopaedic-faculty/david-r-diduch-md/,1,male
1152,Xue Susan Bai,Society of Skeletal Radiology ,AIRP Award ,2017,,https://www.mskcc.org/research/ski/labs/members/susan-xue-bai,2,unknown
1153,Alice S Ha,Society of Skeletal Radiology ,AIRP Award ,2017,,https://rad.washington.edu/radiology-personnel/aha1/,2,male
1154,Su-Ann Ng,Society of Skeletal Radiology ,AIRP Award ,2017,,https://www.sanfordhealth.org/doctors/su-ann-ng,2,female
1155,Katelyn Nye,Society of Skeletal Radiology ,AIRP Award ,2017,,https://www.linkedin.com/in/katelynnye,2,unknown
1156,John M Sabol,Society of Skeletal Radiology ,AIRP Award ,2017,,https://spie.org/profile/John.Sabol-20767?SSO=1,1,male
1157,Hailey Allen,Society of Skeletal Radiology ,AIRP Award ,2018,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0356611&name=hailey-allen,2,unknown
1158,Megan Mills,Society of Skeletal Radiology ,AIRP Award ,2018,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0534948&name=megan-k-mills,2,unknown
1159,Miriam Peckham,Society of Skeletal Radiology ,AIRP Award ,2018,,https://www.doximity.com/pub/miriam-peckham-md,2,unknown
1160,Lubdha Shah,Society of Skeletal Radiology ,AIRP Award ,2018,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0619721&name=lubdha-m-shah,2,unknown
1161,R. Kent Sanders,Society of Skeletal Radiology ,AIRP Award ,2018,,https://www.doximity.com/pub/richard-sanders-md-0f552044,1,male
1162,Sarah Stilwill,Society of Skeletal Radiology ,AIRP Award ,2018,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666227&name=sarah-stilwill,2,female
1163,Jehan Ghany,Society of Skeletal Radiology ,AIRP Award ,2019,,https://www.doximity.com/pub/jehan-ghany-md,2,unknown
1164,Vishal Desai,Society of Skeletal Radiology ,AIRP Award ,2019,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/desai.html,1,unknown
1165,William Morrison,Society of Skeletal Radiology ,AIRP Award ,2019,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/morrison.html,1,male
1166,Johannes Roedl,Society of Skeletal Radiology ,AIRP Award ,2019,,https://vincerainstitute.com/practice/physicians/dr-johannes-roedl,1,unknown
1167,Jeffrey Belair,Society of Skeletal Radiology ,AIRP Award ,2019,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/belair.html,1,unknown
1168,Avneesh Chhabra,Society of Skeletal Radiology ,Young Investigaor Award,2011,,https://utswmed.org/doctors/avneesh-chhabra/,1,unknown
1169,Brian Petersen,Society of Skeletal Radiology ,Young Investigaor Award,2011,,https://www.uchealth.org/provider/brian-petersen/,1,male
1170,Humberto G Rosas,Society of Skeletal Radiology ,Young Investigaor Award,2011,,https://www.uwhealth.org/providers/humberto-g-rosas-md,1,unknown
